Datetime,Ticker,Open,High,Low,Close,Volume
2020-11-04 09:30:00-05:00,UNG,11.479999542236328,11.479999542236328,11.460000038146973,11.461000442504883,207694
2020-11-04 09:31:00-05:00,UNG,11.46500015258789,11.479999542236328,11.46500015258789,11.479999542236328,26656
2020-11-04 09:32:00-05:00,UNG,11.479999542236328,11.5,11.479999542236328,11.497099876403809,15033
2020-11-04 09:33:00-05:00,UNG,11.490500450134277,11.515000343322754,11.489999771118164,11.515000343322754,55326
2020-11-04 09:34:00-05:00,UNG,11.518400192260742,11.52810001373291,11.515000343322754,11.521300315856934,9567
2020-11-04 09:35:00-05:00,UNG,11.520000457763672,11.526700019836426,11.510000228881836,11.526700019836426,32977
2020-11-04 09:36:00-05:00,UNG,11.520099639892578,11.529999732971191,11.520000457763672,11.529999732971191,11352
2020-11-04 09:37:00-05:00,UNG,11.52340030670166,11.529999732971191,11.510000228881836,11.515000343322754,14999
2020-11-04 09:38:00-05:00,UNG,11.510100364685059,11.520000457763672,11.479999542236328,11.479999542236328,30765
2020-11-04 09:39:00-05:00,UNG,11.479999542236328,11.488100051879883,11.477700233459473,11.479999542236328,8556
2020-11-04 09:40:00-05:00,UNG,11.470000267028809,11.479999542236328,11.470000267028809,11.470499992370605,5836
2020-11-04 09:41:00-05:00,UNG,11.476200103759766,11.476200103759766,11.470000267028809,11.470000267028809,2727
2020-11-04 09:42:00-05:00,UNG,11.470000267028809,11.489899635314941,11.470000267028809,11.478099822998047,18996
2020-11-04 09:43:00-05:00,UNG,11.478599548339844,11.479999542236328,11.47130012512207,11.47130012512207,1911
2020-11-04 09:44:00-05:00,UNG,11.479999542236328,11.479999542236328,11.47189998626709,11.47819995880127,1923
2020-11-04 09:45:00-05:00,UNG,11.478899955749512,11.479599952697754,11.452099800109863,11.460000038146973,12262
2020-11-04 09:46:00-05:00,UNG,11.454999923706055,11.460000038146973,11.449999809265137,11.449999809265137,8105
2020-11-04 09:47:00-05:00,UNG,11.453100204467773,11.470000267028809,11.451199531555176,11.470000267028809,13351
2020-11-04 09:48:00-05:00,UNG,11.468099594116211,11.470000267028809,11.460000038146973,11.460000038146973,5196
2020-11-04 09:49:00-05:00,UNG,11.470000267028809,11.48009967803955,11.467617988586426,11.479999542236328,7811
2020-11-04 09:50:00-05:00,UNG,11.479999542236328,11.489999771118164,11.479999542236328,11.483499526977539,8041
2020-11-04 09:51:00-05:00,UNG,11.489999771118164,11.489999771118164,11.468099594116211,11.468099594116211,9360
2020-11-04 09:52:00-05:00,UNG,11.470000267028809,11.470000267028809,11.46500015258789,11.470000267028809,7568
2020-11-04 09:53:00-05:00,UNG,11.475000381469727,11.479299545288086,11.46150016784668,11.46150016784668,7328
2020-11-04 09:54:00-05:00,UNG,11.460000038146973,11.479999542236328,11.460000038146973,11.475799560546875,1967
2020-11-04 09:55:00-05:00,UNG,11.470000267028809,11.486200332641602,11.470000267028809,11.479999542236328,1341
2020-11-04 09:56:00-05:00,UNG,11.48289966583252,11.48289966583252,11.479999542236328,11.479999542236328,3741
2020-11-04 09:57:00-05:00,UNG,11.479999542236328,11.479999542236328,11.469799995422363,11.470000267028809,16249
2020-11-04 09:58:00-05:00,UNG,11.475000381469727,11.475000381469727,11.460000038146973,11.468899726867676,5005
2020-11-04 09:59:00-05:00,UNG,11.462300300598145,11.465700149536133,11.460000038146973,11.460000038146973,4724
2020-11-04 10:00:00-05:00,UNG,11.460000038146973,11.460000038146973,11.4399995803833,11.444999694824219,14094
2020-11-04 10:01:00-05:00,UNG,11.4399995803833,11.44890022277832,11.4399995803833,11.444999694824219,5844
2020-11-04 10:02:00-05:00,UNG,11.4399995803833,11.449999809265137,11.436599731445312,11.436599731445312,5963
2020-11-04 10:03:00-05:00,UNG,11.444999694824219,11.449899673461914,11.4350004196167,11.4350004196167,10109
