Datetime,Ticker,Open,High,Low,Close,Volume
2020-08-27 09:30:00-04:00,TECL,365.2099914550781,365.3699951171875,362.95001220703125,363.2300109863281,22606
2020-08-27 09:31:00-04:00,TECL,364.5299072265625,364.6000061035156,363.989990234375,363.989990234375,2624
2020-08-27 09:32:00-04:00,TECL,363.5,363.5,360.8800048828125,360.8800048828125,8004
2020-08-27 09:33:00-04:00,TECL,360.8599853515625,360.8599853515625,358.6326904296875,359.54998779296875,7462
2020-08-27 09:34:00-04:00,TECL,359.6000061035156,360.3399963378906,359.2099914550781,360.1650085449219,8188
2020-08-27 09:35:00-04:00,TECL,359.4549865722656,359.4549865722656,357.45001220703125,357.45001220703125,3170
2020-08-27 09:36:00-04:00,TECL,357.8500061035156,361.2699890136719,357.8500061035156,361.2699890136719,4928
2020-08-27 09:37:00-04:00,TECL,361.79998779296875,361.79998779296875,360.1499938964844,360.2200012207031,3240
2020-08-27 09:38:00-04:00,TECL,359.4908142089844,359.67999267578125,358.0,358.0,7464
2020-08-27 09:39:00-04:00,TECL,357.9901123046875,357.9901123046875,357.0,357.0,5537
2020-08-27 09:40:00-04:00,TECL,358.6556091308594,360.4200134277344,358.6556091308594,360.3258972167969,3607
2020-08-27 09:41:00-04:00,TECL,358.93560791015625,359.38140869140625,358.93560791015625,359.38140869140625,307
2020-08-27 09:42:00-04:00,TECL,359.652587890625,360.8489990234375,359.652587890625,359.8699951171875,3361
2020-08-27 09:43:00-04:00,TECL,361.0,361.79998779296875,361.0,361.79998779296875,1562
2020-08-27 09:45:00-04:00,TECL,361.4700012207031,361.4700012207031,360.8421936035156,360.8800048828125,1796
2020-08-27 09:46:00-04:00,TECL,360.6499938964844,360.92181396484375,357.7900085449219,357.7900085449219,3245
2020-08-27 09:47:00-04:00,TECL,358.6300048828125,359.8599853515625,358.6000061035156,359.7300109863281,3657
2020-08-27 09:48:00-04:00,TECL,360.73291015625,360.73291015625,360.73291015625,360.73291015625,702
2020-08-27 09:49:00-04:00,TECL,361.6700134277344,362.1600036621094,361.6700134277344,362.1600036621094,1376
2020-08-27 09:50:00-04:00,TECL,361.7099914550781,363.0,361.2300109863281,363.0,1724
