Datetime,Ticker,Open,High,Low,Close,Volume
2020-12-10 09:30:00-05:00,SHOP,1017.5,1023.6500244140625,1017.0,1023.6500244140625,47955
2020-12-10 09:31:00-05:00,SHOP,1023.6500244140625,1029.25,1023.375,1029.25,5470
2020-12-10 09:32:00-05:00,SHOP,1029.25,1034.4599609375,1028.1800537109375,1034.0,9100
2020-12-10 09:33:00-05:00,SHOP,1032.632568359375,1036.0,1030.68994140625,1034.0849609375,9901
2020-12-10 09:34:00-05:00,SHOP,1034.989990234375,1034.989990234375,1027.310546875,1028.0701904296875,5899
2020-12-10 09:35:00-05:00,SHOP,1031.449951171875,1033.72998046875,1030.4150390625,1031.6966552734375,5404
2020-12-10 09:36:00-05:00,SHOP,1030.0849609375,1032.8199462890625,1029.72998046875,1030.8865966796875,1825
2020-12-10 09:37:00-05:00,SHOP,1032.22998046875,1039.989990234375,1032.22998046875,1038.6300048828125,7135
2020-12-10 09:38:00-05:00,SHOP,1039.9000244140625,1047.5699462890625,1039.2030029296875,1047.5699462890625,11346
2020-12-10 09:39:00-05:00,SHOP,1044.5050048828125,1045.0,1042.3800048828125,1043.782958984375,4069
2020-12-10 09:40:00-05:00,SHOP,1043.6500244140625,1047.81005859375,1043.5,1044.27001953125,5500
2020-12-10 09:41:00-05:00,SHOP,1041.574462890625,1046.0330810546875,1041.574462890625,1045.364990234375,3116
2020-12-10 09:42:00-05:00,SHOP,1047.760009765625,1051.9599609375,1047.0799560546875,1048.3399658203125,9985
2020-12-10 09:43:00-05:00,SHOP,1047.0799560546875,1047.3499755859375,1041.387451171875,1042.5550537109375,6038
2020-12-10 09:44:00-05:00,SHOP,1041.969970703125,1044.8182373046875,1041.8701171875,1041.8701171875,2654
2020-12-10 09:45:00-05:00,SHOP,1044.9599609375,1050.9200439453125,1043.010009765625,1049.67138671875,6154
2020-12-10 09:46:00-05:00,SHOP,1049.7750244140625,1052.9949951171875,1048.885009765625,1049.25,7399
2020-12-10 09:47:00-05:00,SHOP,1049.75,1050.5799560546875,1049.02783203125,1049.22998046875,3921
2020-12-10 09:48:00-05:00,SHOP,1049.0,1051.260009765625,1049.0,1051.126708984375,4008
